"Ethnic.Group","ANZSOC.Division","ANZSOC.Group","ANZSOC.Subdivision","Mop.Division","Mop.Group","Mop.Subdivision","SEX","Date"
"European","Abduction, Harassment and Other Related Offences Against a Person","Harassment and Private Nuisance","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Harassment and Private Nuisance","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Harassment and Private Nuisance","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Harassment and Private Nuisance","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Abduction, Harassment and Other Related Offences Against a Person","Threatening Behaviour","Harassment and Threatening Behaviour","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Serious Assault Resulting in Injury","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Acts Intended to Cause Injury","Common Assault","Assault","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Dangerous or Negligent Acts Endangering Persons","Neglect or Ill-Treatment of Persons Under Care","Other Dangerous or Negligent Acts Endangering Persons","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Dangerous or Negligent Acts Endangering Persons","Neglect or Ill-Treatment of Persons Under Care","Other Dangerous or Negligent Acts Endangering Persons","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Dangerous or Negligent Acts Endangering Persons","Dangerous or Negligent Operation (Driving) of a Vehicle","Dangerous or Negligent Operation of a Vehicle","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Fraud, Deception and Related Offences","Obtain Benefit By Deception","Obtain Benefit By Deception","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Use Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Use Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Use Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Deal or Traffic in Illicit Drugs not further defined","Deal or Traffic in Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Import or Export Illicit Drugs not further defined","Import or Export Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Import or Export Illicit Drugs not further defined","Import or Export Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Import or Export Illicit Drugs not further defined","Import or Export Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Use Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Use Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Deal or Traffic in Illicit Drugs not further defined","Deal or Traffic in Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Use Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Import or Export Illicit Drugs not further defined","Import or Export Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Illicit Drug Offences","Possess Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Illicit Drug Offences","Other Illicit Drug Offences, N.E.C.","Other Illicit Drug Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Illicit Drug Offences","Use Illicit Drug","Possess and/or Use Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Illicit Drug Offences","Cultivate Illicit Drugs","Manufacture or Cultivate Illicit Drugs","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Miscellaneous Offences","Environmental Regulation Offences","Other Miscellaneous Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Miscellaneous Offences","Offences Against Privacy","Defamation, Libel and Privacy Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Miscellaneous Offences","Environmental Regulation Offences","Other Miscellaneous Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Miscellaneous Offences","Miscellaneous Offences, N.E.C.","Other Miscellaneous Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Miscellaneous Offences","Environmental Regulation Offences","Other Miscellaneous Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist or Hinder Police Officer or Justice Official","Offences Against Justice Procedures","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist/Hinder Govt Official (Excl.Police Offcr, Justice Official,Govt Sec Offcr)","Offences Against Government Operations","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Community-Based Order, N.E.C.","Breach of Community-Based Order","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Offences Against Government Operations, N.E.C.","Offences Against Government Operations","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Resist/Hinder Govt Official (Excl.Police Offcr, Justice Official,Govt Sec Offcr)","Offences Against Government Operations","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Violence Order","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Offences Against Justice Procedures, Govt Sec and Govt Ops","Breach of Non-Violence Orders","Breach of Violence and Non-Violence Restraining Orders","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
