Kingdom,Phylum,Class,Order,Family,Genus,SpeciesVerbatim,SpeciesAcceptedName,FMR_kJ_d,Mass_g,Temp_C,Endotherm,Reference,Comment,Outlier
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,1.11E-01,0.24,35,0,"Cech, Massingill, Vondracek, Linden 1985",,0
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,1.01E-02,0.24,10,0,"Cech, Massingill, Vondracek, Linden 1985",,0
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,2.53E-02,0.24,15,0,"Cech, Massingill, Vondracek, Linden 1985",,0
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,4.05E-02,0.24,20,0,"Cech, Massingill, Vondracek, Linden 1985",,0
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,5.57E-02,0.24,25,0,"Cech, Massingill, Vondracek, Linden 1985",,0
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,8.11E-02,0.24,30,0,"Cech, Massingill, Vondracek, Linden 1985",,0
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,8.60E-02,0.24,35,0,"Cech, Massingill, Vondracek, Linden 1985",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,Barbus ticto,Pethia ticto,1.35E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,2.62E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,2.71E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,3.17E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,3.73E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,3.65E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,3.57E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,4.91E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,6.20E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,4.70E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,6.98E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,8.88E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,7.46E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,6.52E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,9.29E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,8.56E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius barbus,,8.88E-01,5.3,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,2.55E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,4.42E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,4.65E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.10E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,5.88E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,5.66E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,7.76E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,4.08E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,5.55E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,5.32E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,6.45E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,8.54E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,7.76E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,7.64E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,1.04E+00,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,3.78E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,7.42E-01,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus vittatus,Mystus vittatus,1.12E+00,7.4,20,0,"Chhina, Edwards 1971",,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,9.58E-01,2.1,10,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.25E+00,2.15,10,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.22E-01,1.55,10,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.14E+00,2.31,10,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.98E-01,1.6,10,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,2.13E-01,1.75,10,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.22E-01,1.9,10,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,3.66E-01,2.1,10,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.93E+00,13.5,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,3.49E+00,13.2,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,4.71E+00,15.7,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.57E+00,10.8,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,4.00E+00,10.9,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,3.33E+00,10.9,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.90E+00,10.5,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,2.73E+00,10.3,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,4.97E+00,30.1,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,5.11E+00,34,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,9.78E+00,30,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.04E+01,34.7,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,7.70E+00,26.8,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,6.60E+00,31.5,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,5.31E+00,32.9,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,5.15E+00,33.7,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,9.54E+00,68,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.32E+01,60.1,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.14E+01,66.4,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,6.75E+00,61.1,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,9.92E+00,74.8,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,8.70E+00,54.2,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.20E+01,62.7,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Salmo gairdneri,Oncorhynchus mykiss,1.09E+01,74.4,9.5,0,Coche 1967,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.68E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.89E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.68E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.61E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.96E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.61E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.54E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.47E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.40E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.19E-02,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,7.69E-03,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,6.29E-03,1.38,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,2.51E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,2.33E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,2.15E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,2.51E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.97E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,2.33E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.97E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,2.15E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.79E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,1.43E-02,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Typhlogobius,Typhlogobius californien,,3.59E-03,3.54,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,8.30E-02,3.28,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,7.97E-02,3.28,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,9.30E-02,3.28,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,7.97E-02,3.28,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,7.31E-02,3.28,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,7.97E-02,3.28,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,6.81E-02,3.28,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,5.32E-02,3.28,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,3.82E-02,3.28,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,1.39E-01,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,1.35E-01,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,1.39E-01,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,1.25E-01,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,1.37E-01,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,1.68E-01,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,1.33E-01,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,1.25E-01,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,1.00E-01,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,8.59E-02,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus nicholsi,Rhinogobiops nicholsii,6.34E-02,4.04,15,0,Congleton 1974,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,5.75E-01,14.2,11,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.01E+00,14.2,15,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.73E+00,14.2,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.87E+00,14.2,24.4,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,2.09E+00,14.2,28.6,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.21E+00,14,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.28E+00,14,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.99E+00,14,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.84E+00,14,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.21E+00,14,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.42E+00,14,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,3.81E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,3.33E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,4.76E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,4.29E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,7.62E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,5.24E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,5.48E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,6.44E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,4.76E-02,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.05E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,6.44E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,8.34E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,8.54E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,3.81E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,7.62E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,9.56E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,9.05E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,9.98E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,5.01E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,7.15E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.81E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.07E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.67E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.02E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.14E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,9.05E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.31E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.64E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,3.33E-01,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.89E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,1.48E+00,16.7,20,0,Courtois 1976,,0
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,Gillichthys mirabilis,6.19E-01,16.7,20,0,Courtois 1976,,0
