Kingdom,Phylum,Class,Order,Family,Genus,SpeciesVerbatim,SpeciesAcceptedName,FMR_kJ_d,Mass_g,Temp_C,Endotherm,Reference,Comment,Outlier
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,9.65E-06,4.02E-05,9.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,Acartia longiremis,8.18E-06,4.14E-05,9.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,Acartia tonsa,1.35E-05,2.79E-05,22.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia gerlachei,Metridia gerlachei,5.13E-05,8.56E-04,-1.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia gerlachei,Metridia gerlachei,7.71E-05,1.06E-03,-1.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus propinquus,Calanus propinquus,1.63E-04,3.38E-03,-1.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus propinquus,Calanus propinquus,2.83E-04,4.14E-03,-1.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia pacifica,Metridia pacifica,1.52E-05,1.22E-04,6.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia pacifica,Metridia pacifica,6.61E-05,3.75E-04,13.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia pacifica,Metridia pacifica,9.20E-05,5.90E-04,8.20,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia pacifica,Metridia pacifica,1.52E-04,5.94E-04,9.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia pacifica,Metridia pacifica,1.08E-04,6.38E-04,9.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia pacifica,Metridia pacifica,6.74E-05,6.82E-04,5.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia pacifica,Metridia pacifica,1.06E-04,7.46E-04,9.10,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia pacifica,Metridia pacifica,1.04E-04,7.50E-04,9.10,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus bungii,Eucalanus bungii,1.81E-04,4.02E-03,6.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus bungii,Eucalanus bungii,1.92E-04,4.02E-03,6.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus bungii,Eucalanus bungii,2.02E-04,4.02E-03,6.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia clausi,Acartia clausi,3.13E-06,2.51E-05,14.15,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia clausi,Acartia clausi,7.22E-06,2.55E-05,12.65,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia clausi,Acartia clausi,7.46E-06,3.19E-05,14.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia clausi,Acartia clausi,8.43E-06,4.14E-05,15.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia clausi,Acartia clausi,1.06E-05,4.30E-05,15.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia clausi,Acartia clausi,1.64E-04,1.10E-03,15.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,Labidocera nerii,Labidocera nerii,2.05E-04,8.56E-04,26.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,Labidocera nerii,Labidocera nerii,3.64E-04,8.80E-04,26.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,Labidocera nerii,Labidocera nerii,5.37E-04,9.60E-04,28.50,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,Labidocera acuta,Labidocera acuta,2.59E-04,4.10E-04,27.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,Labidocera acuta,Labidocera acuta,4.61E-04,8.88E-04,28.50,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,Labidocera acuta,Labidocera acuta,4.99E-04,9.12E-04,28.50,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,Labidocera acuta,Labidocera acuta,4.54E-04,9.28E-04,24.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia longa,Metridia longa,9.78E-05,1.41E-03,0.10,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,Metridia longa,Metridia longa,9.78E-05,1.41E-03,0.10,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina,Euchaeta marina,3.22E-04,1.16E-03,24.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus,Pseudocalanus elongatus,1.13E-05,3.23E-05,12.20,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus,Pseudocalanus elongatus,7.96E-06,5.30E-05,6.75,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus,Pseudocalanus elongatus,9.40E-06,5.38E-05,6.75,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,Undinula vulgaris,3.57E-04,5.66E-04,27.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,Undinula vulgaris,1.54E-04,5.70E-04,26.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,Undinula vulgaris,1.59E-04,6.06E-04,26.40,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,Undinula vulgaris,2.56E-04,6.54E-04,27.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,Undinula vulgaris,2.81E-04,6.62E-04,27.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,Undinula vulgaris,4.18E-04,7.30E-04,28.50,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,Undinula vulgaris,2.65E-04,7.50E-04,27.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,Undinula vulgaris,5.19E-04,7.50E-04,28.50,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,Undinula vulgaris,6.21E-04,7.66E-04,28.50,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus robustior,Neocalanus robustior,1.18E-04,8.64E-04,26.65,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis,Neocalanus gracilis,3.28E-04,7.78E-04,27.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis,Neocalanus gracilis,3.82E-04,1.99E-03,19.70,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis,Neocalanus gracilis,4.07E-04,1.99E-03,19.70,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus hyperboreus,Calanus hyperboreus,2.47E-04,7.74E-03,0.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus hyperboreus,Calanus hyperboreus,2.52E-04,1.07E-02,-0.30,0,LopezUrrutia 2006,,1
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus hyperboreus,Calanus hyperboreus,3.60E-04,1.58E-02,1.30,0,LopezUrrutia 2006,,1
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus glacialis,Calanus glacialis,1.52E-04,1.63E-03,3.50,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus glacialis,Calanus glacialis,1.48E-04,1.89E-03,2.30,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus glacialis,Calanus glacialis,1.40E-04,2.64E-03,-0.50,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus finmarchicus,Calanus finmarchicus,7.89E-05,1.54E-03,0.10,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Euchaeta flava,Paraeuchaeta flava,2.52E-04,6.94E-04,27.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Eucalanus attenuatus,Pareucalanus attenuatus,2.12E-04,3.53E-04,26.65,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Eucalanus attenuatus,Pareucalanus attenuatus,2.02E-04,5.14E-04,27.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Eucalanus attenuatus,Pareucalanus attenuatus,2.34E-04,5.22E-04,27.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Eucalanus attenuatus,Pareucalanus attenuatus,2.24E-04,8.00E-04,27.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,1.40E-04,1.03E-03,15.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,6.03E-05,1.14E-03,6.90,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,7.22E-05,1.15E-03,5.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,1.11E-04,1.26E-03,14.15,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,1.21E-04,1.31E-03,14.15,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,1.16E-04,2.09E-03,5.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,1.52E-04,2.35E-03,5.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,1.35E-04,3.02E-03,7.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,2.27E-04,3.56E-03,5.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,1.95E-04,3.89E-03,10.15,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus plumchrus,Neocalanus plumchrus,2.22E-04,4.30E-03,9.35,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,Candacia aethiopica,Candacia ethiopica,1.47E-04,1.97E-04,27.80,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus cristatus,Neocalanus cristatus,4.18E-04,6.38E-03,6.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,Calanus cristatus,Neocalanus cristatus,5.62E-04,9.04E-03,6.00,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus,Calanus minor,Nannocalanus minor,4.81E-05,1.52E-04,26.85,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus,Calanus minor,Nannocalanus minor,5.06E-05,1.63E-04,26.85,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus,Calanus minor,Nannocalanus minor,5.31E-05,1.64E-04,26.85,0,LopezUrrutia 2006,,0
Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona similis,Oithona similis,9.34E-07,4.40E-06,13.81,0,LopezUrrutia 2006,,0
Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Campylomonadaceae,Chilomonas,Chilomonas paramecium,Chilomonas paramecium,7.24E-10,7.94E-10,24.50,0,LopezUrrutia 2006,,1
Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Campylomonadaceae,Chilomonas,Chilomonas paramecium,Chilomonas paramecium,4.95E-09,8.80E-10,24.50,0,LopezUrrutia 2006,,0
Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Campylomonadaceae,Chilomonas,Chilomonas paramecium,Chilomonas paramecium,4.09E-09,8.80E-10,25.00,0,LopezUrrutia 2006,,0
Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Campylomonadaceae,Chilomonas,Chilomonas paramecium,Chilomonas paramecium,3.37E-09,1.13E-09,25.00,0,LopezUrrutia 2006,,0
Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Campylomonadaceae,Chilomonas,Chilomonas paramecium,Chilomonas paramecium,9.04E-09,1.90E-09,25.00,0,LopezUrrutia 2006,,0
Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Campylomonadaceae,Chilomonas,Chilomonas paramecium,Chilomonas paramecium,1.21E-08,1.90E-09,25.00,0,LopezUrrutia 2006,,0
Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Campylomonadaceae,Chilomonas,Chilomonas paramecium,Chilomonas paramecium,1.26E-08,3.18E-09,24.50,0,LopezUrrutia 2006,,0
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,Euglena gracilis,Euglena gracilis,1.57E-09,1.18E-09,26.00,0,LopezUrrutia 2006,,1
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,Euglena gracilis,Euglena gracilis,1.52E-08,7.12E-09,26.50,0,LopezUrrutia 2006,,0
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,Astasia longa,Astasia longa,1.13E-09,8.64E-10,26.00,0,LopezUrrutia 2006,,1
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,Astasia longa,Astasia longa,2.19E-09,8.64E-10,26.00,0,LopezUrrutia 2006,,0
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,Astasia longa,Astasia longa,7.85E-09,1.72E-09,25.20,0,LopezUrrutia 2006,,0
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,Astasia longa,Astasia longa,6.21E-09,1.73E-09,26.00,0,LopezUrrutia 2006,,0
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,Astasia longa,Astasia longa,1.02E-08,1.73E-09,26.00,0,LopezUrrutia 2006,,0
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,Astasia longa,Astasia longa,1.61E-09,1.74E-09,28.50,0,LopezUrrutia 2006,,1
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,Astasia longa,Astasia longa,1.20E-08,5.70E-09,28.50,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Hydromylidae,Hydromyles,Hydromyles globulosa,Hydromyles globulosus,4.54E-04,6.49E-03,27.40,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Hydromylidae,Hydromyles,Hydromyles globulosa,Hydromyles globulosus,4.95E-04,8.16E-03,27.40,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,Euclio cuspidate,Clio cuspidata,1.06E-02,6.55E-02,22.35,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,Clione antarctica,Clione antarctica,1.52E-03,5.54E-02,-1.30,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Cavoliniidae,Cavolinia,Cavolinia globulosa,Cavolinia globulosa,2.45E-03,3.13E-02,27.40,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Cavoliniidae,Cavolinia,Cavolinia globulosa,Cavolinia globulosa,4.45E-03,4.07E-02,22.40,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina helicina,Limacina helicina,9.40E-05,5.46E-04,10.15,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina helicina,Limacina helicina,8.43E-05,9.20E-04,5.00,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina helicina,Limacina helicina,1.09E-04,1.30E-03,0.00,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,Clione limacina,Clione limacina,3.98E-04,3.60E-02,-0.10,0,LopezUrrutia 2006,,1
Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,Clione limacina,Clione limacina,4.81E-03,4.92E-02,12.70,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Cavoliniidae,Cavolinia,Cavolinia uncinata,Cavolinia uncinata,2.81E-03,4.04E-02,19.70,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina antarctica,Limacina rangii,7.76E-04,1.41E-02,-0.90,0,LopezUrrutia 2006,,0
Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,Cleodora sulcata,Clio pyramidata,5.35E-03,1.19E-01,-1.10,0,LopezUrrutia 2006,,0
Chromista,Foraminifera,Globothalamea,Rotaliida,Rosalinidae,Rosalina,Rosalina leei,Rosalina leei,1.99E-05,6.94E-05,25.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Gymnostomatea,Haptorida,Didiniidae,Didinium,Didinium nasutum,Didinium nasutum,3.33E-07,4.42E-07,30.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Gymnostomatea,Haptorida,Didiniidae,Didinium,Didinium nasutum,Didinium nasutum,1.32E-06,1.74E-06,30.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Heterotrichea,Heterotrichida,Stentoridae,Stentor,Stentor coeruleus,Stentor coeruleus,2.56E-08,1.47E-06,25.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Heterotrichea,Heterotrichida,Stentoridae,Stentor,Stentor coeruleus,Stentor coeruleus,5.10E-07,1.95E-06,25.00,0,LopezUrrutia 2006,,1
Chromista,Ciliophora,Heterotrichea,Heterotrichida,Stentoridae,Stentor,Stentor coeruleus,Stentor coeruleus,1.19E-07,1.04E-05,25.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Heterotrichea,Heterotrichida,Spirostomidae,Spirostomum,Spirostomum teres,Spirostomum teres,1.40E-08,5.22E-07,25.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Heterotrichea,Heterotrichida,Spirostomidae,Spirostomum,Spirostomum minus,Spirostomum minus,1.06E-07,7.45E-07,25.00,0,LopezUrrutia 2006,,1
Chromista,Ciliophora,Heterotrichea,Heterotrichida,Spirostomidae,Spirostomum,Spirostomum ambiguum,Spirostomum ambiguum,6.03E-07,1.14E-05,25.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Heterotrichea,Heterotrichida,Spirostomidae,Spirostomum,Spirostomum ambiguum,Spirostomum ambiguum,4.32E-06,1.70E-05,25.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Heterotrichea,Heterotrichida,Spirostomidae,Blepharisma,Blepharisma undulans,Blepharisma undulans,2.65E-08,2.13E-07,26.50,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Heterotrichea,Heterotrichida,Spirostomidae,Spirostomum,Spirostomum intermedium,Spirostomum minus,9.20E-08,7.45E-07,25.00,0,LopezUrrutia 2006,,1
Animalia,Cnidaria,Hydrozoa,Limnomedusae,Geryoniidae,Liriope,Liriope tetraphylla,Liriope tetraphylla,1.95E-04,2.54E-03,27.00,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Hydrozoa,Limnomedusae,Geryoniidae,Liriope,Liriope tetraphylla,Liriope tetraphylla,4.36E-04,3.50E-03,26.85,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Ceratocymba,Abyla leuckarti,Ceratocymba leuckartii,2.05E-04,2.02E-03,27.45,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes antarctica,Diphyes antarctica,3.55E-04,5.26E-02,-1.80,0,LopezUrrutia 2006,,1
Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes antarctica,Diphyes antarctica,1.35E-03,1.13E-01,-1.70,0,LopezUrrutia 2006,,1
Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes dispar,Diphyes dispar,2.95E-04,3.20E-03,26.65,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,Aglantha digitale,Aglantha digitale,9.85E-04,3.97E-03,6.75,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,Aglantha digitale,Aglantha digitale,1.30E-03,5.06E-03,10.15,0,LopezUrrutia 2006,,0
Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,Aglantha digitale,Aglantha digitale,5.46E-04,1.86E-02,1.10,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Hypotrichea,Euplotida,Euplotidae,Euplotes,Euplotes vannus,Euplotes vannus,2.52E-09,1.19E-08,25.00,0,LopezUrrutia 2006,,1
Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Stylonychia,Stylonychia mytilus,Stylonychia mytilus,6.45E-07,1.33E-06,22.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Hypotrichea,Urostylida,Urostylidae,Urostyla,Urostyla grandis,Urostyla grandis,3.62E-08,2.51E-07,20.00,0,LopezUrrutia 2006,,1
Chromista,Ciliophora,Hypotrichea,Urostylida,Urostylidae,Urostyla,Urostyla grandis,Urostyla grandis,4.09E-07,2.51E-07,20.00,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Kinetofragminophora,Suctorida,Podophryidae,Podophrya,Podophrya fixa,Podophrya fixa,3.42E-09,2.34E-08,28.80,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Kinetofragminophora,Suctorida,Podophryidae,Podophrya,Podophrya fixa,Podophrya fixa,9.31E-09,7.65E-08,28.80,0,LopezUrrutia 2006,,0
Chromista,Ciliophora,Litostomatea,Dileptida,Dileptidae,Pseudomonilicaryon,Dileptus cygnus,Pseudomonilicaryon anser,7.24E-07,3.49E-06,23.00,0,LopezUrrutia 2006,,0
Protozoa,Amoebozoa,Lobosa,Amoebida,Amoebidae,Amoeba,Amoeba proteus,Amoeba proteus,5.55E-08,3.89E-07,22.80,0,LopezUrrutia 2006,,1
Protozoa,Amoebozoa,Lobosa,Amoebida,Amoebidae,Amoeba,Amoeba proteus,Amoeba proteus,1.32E-07,6.74E-07,22.80,0,LopezUrrutia 2006,,1
Protozoa,Amoebozoa,Lobosa,Amoebida,Amoebidae,Amoeba,Amoeba proteus,Amoeba proteus,3.87E-08,7.00E-07,21.00,0,LopezUrrutia 2006,,0
Protozoa,Amoebozoa,Lobosa,Amoebida,Amoebidae,Amoeba,Amoeba proteus,Amoeba proteus,5.26E-07,7.00E-07,22.80,0,LopezUrrutia 2006,,0
Protozoa,Amoebozoa,Lobosa,Amoebida,Amoebidae,Amoeba,Amoeba proteus,Amoeba proteus,3.15E-07,1.02E-06,22.80,0,LopezUrrutia 2006,,0
Protozoa,Amoebozoa,Lobosa,Amoebida,Amoebidae,Amoeba,Amoeba proteus,Amoeba proteus,7.26E-08,1.64E-06,22.80,0,LopezUrrutia 2006,,0
Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba rhysodes,Acanthamoeba rhysodes,3.98E-09,5.14E-09,30.00,0,LopezUrrutia 2006,,1
Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba castellanii,Acanthamoeba castellanii,3.24E-09,7.94E-10,30.00,0,LopezUrrutia 2006,,0
Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba castellanii,Acanthamoeba castellanii,2.07E-09,1.74E-09,30.00,0,LopezUrrutia 2006,,1
Protozoa,Amoebozoa,Lobosa,Amoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba castellanii,Acanthamoeba castellanii,1.54E-08,1.74E-09,30.00,0,LopezUrrutia 2006,,0
